"employee_id","performance_cycle","goal_score","competency_score","overall_rating","rating_date","manager_rating","calibration_rating","promotion_recommendation"
"BLD-101038","2024 Annual","3.4","2.7","Meets Expectations","2024-12-23","Exceeds Expectations","Meets Expectations","No"
"BLD-101038","2025 Annual","2.6","2.6","Meets Expectations","2025-12-26","Meets Expectations","Meets Expectations","No"
"BLD-101039","2023 Annual","2.8","3.3","Meets Expectations","2023-12-14","Meets Expectations","Meets Expectations","No"
"BLD-101039","2024 Annual","2.8","2.9","Meets Expectations","2024-12-26","Meets Some Expectations","Meets Expectations","No"
"BLD-101039","2025 Annual","2.4","3.1","Meets Expectations","2025-12-22","Meets Expectations","Meets Expectations","No"
"BLD-101040","2023 Annual","3.4","4","Meets Expectations","2023-12-23","Meets Expectations","Meets Expectations","No"
"BLD-101040","2024 Annual","2.8","2.6","Meets Some Expectations","2024-12-19","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101040","2025 Annual","2","2.7","Meets Some Expectations","2025-12-22","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101041","2023 Annual","3.5","3.8","Meets Expectations","2023-12-27","Meets Expectations","Meets Expectations","No"
"BLD-101041","2024 Annual","3.3","2.3","Meets Expectations","2024-12-27","Meets Expectations","Meets Expectations","No"
"BLD-101041","2025 Annual","3.3","2.3","Meets Expectations","2025-12-14","Meets Expectations","Meets Expectations","No"
"BLD-101042","2023 Annual","4.6","4","Exceptional","2023-12-24","Exceptional","Exceptional","Yes"
"BLD-101042","2024 Annual","2.6","2.9","Meets Expectations","2024-12-16","Meets Expectations","Meets Expectations","No"
"BLD-101042","2025 Annual","2.3","2.7","Meets Expectations","2025-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101043","2023 Annual","2.6","3.5","Meets Some Expectations","2023-12-23","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101043","2024 Annual","2.8","2.9","Meets Expectations","2024-12-15","Meets Expectations","Meets Expectations","No"
"BLD-101043","2025 Annual","2.7","3","Meets Expectations","2025-12-15","Exceeds Expectations","Meets Expectations","No"
"BLD-101044","2023 Annual","3","2.9","Meets Expectations","2023-12-17","Meets Expectations","Meets Expectations","No"
"BLD-101045","2023 Annual","3.2","2.8","Meets Some Expectations","2023-12-24","Meets Expectations","Meets Some Expectations","No"
"BLD-101045","2024 Annual","3.5","2.6","Meets Expectations","2024-12-13","Meets Expectations","Meets Expectations","No"
"BLD-101045","2025 Annual","1.6","2.9","Below Expectations","2025-12-14","Below Expectations","Below Expectations","No"
"BLD-101047","2023 Annual","2.8","3","Meets Expectations","2023-12-20","Meets Expectations","Meets Expectations","No"
"BLD-101048","2023 Annual","3.3","2.7","Meets Expectations","2023-12-16","Meets Expectations","Meets Expectations","No"
"BLD-101048","2024 Annual","2.3","2.9","Meets Expectations","2024-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101048","2025 Annual","1.7","3.5","Meets Some Expectations","2025-12-13","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101049","2023 Annual","2.4","3.4","Meets Expectations","2023-12-28","Meets Expectations","Meets Expectations","No"
"BLD-101049","2024 Annual","3.5","3.7","Exceeds Expectations","2024-12-22","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101049","2025 Annual","2.2","3.2","Meets Some Expectations","2025-12-18","Meets Expectations","Meets Some Expectations","No"
"BLD-101051","2023 Annual","2.4","3.3","Exceeds Expectations","2023-12-19","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101051","2024 Annual","2.8","2.5","Meets Some Expectations","2024-12-13","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101051","2025 Annual","3.2","2.5","Exceeds Expectations","2025-12-22","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101053","2024 Annual","3.9","3.9","Exceeds Expectations","2024-12-22","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101053","2025 Annual","3.4","3.3","Exceeds Expectations","2025-12-12","Meets Expectations","Exceeds Expectations","Yes"
"BLD-101054","2024 Annual","3","3.1","Meets Expectations","2024-12-11","Meets Expectations","Meets Expectations","No"
"BLD-101055","2024 Annual","2.4","3.2","Meets Expectations","2024-12-24","Meets Expectations","Meets Expectations","No"
"BLD-101056","2024 Annual","3.7","3.8","Meets Expectations","2024-12-23","Meets Expectations","Meets Expectations","No"
"BLD-101056","2025 Annual","3.2","3.5","Exceeds Expectations","2025-12-20","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101058","2024 Annual","2.8","2.8","Meets Expectations","2024-12-16","Meets Expectations","Meets Expectations","No"
"BLD-101058","2025 Annual","3.4","2.7","Meets Expectations","2025-12-16","Meets Expectations","Meets Expectations","No"
"BLD-101060","2024 Annual","2.9","3","Meets Expectations","2024-12-26","Meets Expectations","Meets Expectations","No"
"BLD-101060","2025 Annual","2.9","2.6","Meets Some Expectations","2025-12-15","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101061","2024 Annual","3.8","3.2","Exceeds Expectations","2024-12-15","Meets Expectations","Exceeds Expectations","Yes"
"BLD-101061","2025 Annual","3.2","3.3","Meets Expectations","2025-12-25","Meets Expectations","Meets Expectations","No"
"BLD-101063","2024 Annual","4.1","3.4","Exceeds Expectations","2024-12-14","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101063","2025 Annual","4.1","4.2","Exceptional","2025-12-19","Exceptional","Exceptional","No"
"BLD-101065","2025 Annual","3","3.1","Meets Expectations","2025-12-28","Meets Expectations","Meets Expectations","No"
"BLD-101066","2024 Annual","2.8","3.1","Meets Expectations","2024-12-17","Meets Expectations","Meets Expectations","No"
"BLD-101066","2025 Annual","3.7","3.1","Meets Expectations","2025-12-25","Meets Expectations","Meets Expectations","No"
"BLD-101067","2025 Annual","2.6","3","Meets Expectations","2025-12-14","Meets Some Expectations","Meets Expectations","No"
"BLD-101069","2025 Annual","3.2","2.8","Meets Expectations","2025-12-27","Exceptional","Meets Expectations","No"
"BLD-101072","2025 Annual","3.8","3.7","Exceptional","2025-12-21","Exceptional","Exceptional","Yes"
"BLD-101073","2025 Annual","4","3.1","Meets Expectations","2025-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101074","2023 Annual","3.3","2.8","Meets Expectations","2023-12-21","Meets Expectations","Meets Expectations","No"
"BLD-101074","2024 Annual","3.6","2.7","Meets Expectations","2024-12-15","Meets Expectations","Meets Expectations","No"
"BLD-101074","2025 Annual","2.3","2.5","Meets Some Expectations","2025-12-28","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101075","2025 Annual","2.8","3.1","Meets Expectations","2025-12-24","Meets Expectations","Meets Expectations","No"
"BLD-101076","2024 Annual","3.9","3.3","Exceeds Expectations","2024-12-12","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101077","2023 Annual","4.3","4","Exceptional","2023-12-14","Exceptional","Exceptional","No"
"BLD-101077","2024 Annual","3","2.7","Meets Expectations","2024-12-13","Meets Expectations","Meets Expectations","No"
"BLD-101077","2025 Annual","2.6","2.8","Meets Some Expectations","2025-12-11","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101078","2024 Annual","2.6","3.2","Meets Expectations","2024-12-15","Meets Expectations","Meets Expectations","No"
"BLD-101078","2025 Annual","3","3.2","Meets Expectations","2025-12-22","Meets Expectations","Meets Expectations","No"
"BLD-101079","2025 Annual","2.7","2.3","Meets Expectations","2025-12-13","Meets Expectations","Meets Expectations","No"
"BLD-101081","2024 Annual","2.5","2.9","Meets Expectations","2024-12-18","Meets Expectations","Meets Expectations","No"
"BLD-101081","2025 Annual","4.2","3.7","Exceptional","2025-12-12","Exceptional","Exceptional","Yes"
"BLD-101083","2025 Annual","2.8","2.7","Meets Expectations","2025-12-16","Meets Expectations","Meets Expectations","No"
"BLD-101084","2023 Annual","2.8","2.6","Meets Expectations","2023-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101084","2024 Annual","3.4","3.9","Exceptional","2024-12-27","Exceptional","Exceptional","No"
"BLD-101084","2025 Annual","4.3","2.6","Meets Expectations","2025-12-12","Meets Expectations","Meets Expectations","No"
"BLD-101087","2025 Annual","3.4","2.9","Exceeds Expectations","2025-12-19","Meets Some Expectations","Exceeds Expectations","Yes"
"BLD-101090","2025 Annual","3.6","3.7","Exceeds Expectations","2025-12-23","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101091","2023 Annual","3.8","4","Exceeds Expectations","2023-12-23","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101091","2024 Annual","2.9","2.9","Meets Expectations","2024-12-10","Meets Expectations","Meets Expectations","No"
"BLD-101091","2025 Annual","2.8","2.7","Meets Expectations","2025-12-16","Meets Expectations","Meets Expectations","No"
"BLD-101092","2023 Annual","3.4","3.9","Exceeds Expectations","2023-12-11","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101092","2024 Annual","1.8","2","Below Expectations","2024-12-21","Below Expectations","Below Expectations","No"
"BLD-101094","2024 Annual","3.9","3.2","Exceeds Expectations","2024-12-15","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101094","2025 Annual","3.6","2.8","Exceeds Expectations","2025-12-14","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101098","2024 Annual","2.3","3.1","Below Expectations","2024-12-11","Below Expectations","Below Expectations","No"
"BLD-101098","2025 Annual","2.9","4.1","Exceeds Expectations","2025-12-23","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101099","2025 Annual","3.5","2.5","Meets Expectations","2025-12-15","Meets Expectations","Meets Expectations","No"
"BLD-101101","2024 Annual","3.6","3.6","Exceeds Expectations","2024-12-17","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101101","2025 Annual","3","2.1","Meets Expectations","2025-12-23","Meets Expectations","Meets Expectations","No"
"BLD-101103","2025 Annual","2.9","2.8","Meets Expectations","2025-12-25","Meets Expectations","Meets Expectations","No"
"BLD-101104","2024 Annual","3.4","2.8","Exceeds Expectations","2024-12-21","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101104","2025 Annual","2.8","2.1","Meets Expectations","2025-12-13","Meets Expectations","Meets Expectations","No"
"BLD-101105","2024 Annual","2.7","2.8","Meets Expectations","2024-12-12","Meets Expectations","Meets Expectations","No"
"BLD-101105","2025 Annual","3.5","3.1","Meets Expectations","2025-12-28","Meets Expectations","Meets Expectations","No"
"BLD-101108","2025 Annual","1.9","2.7","Below Expectations","2025-12-26","Below Expectations","Below Expectations","No"
"BLD-101112","2024 Annual","3.6","3.9","Exceeds Expectations","2024-12-13","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101112","2025 Annual","2.9","2.5","Exceeds Expectations","2025-12-11","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101113","2024 Annual","3.9","3.1","Exceeds Expectations","2024-12-23","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101114","2024 Annual","3.3","3.1","Meets Expectations","2024-12-26","Meets Expectations","Meets Expectations","No"
"BLD-101115","2024 Annual","2.8","2.9","Meets Expectations","2024-12-27","Meets Expectations","Meets Expectations","No"
"BLD-101115","2025 Annual","3.2","3.6","Meets Expectations","2025-12-12","Meets Expectations","Meets Expectations","No"
"BLD-101116","2025 Annual","2.5","2.8","Meets Expectations","2025-12-18","Meets Expectations","Meets Expectations","No"
"BLD-101117","2025 Annual","2.2","2","Meets Some Expectations","2025-12-13","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101118","2024 Annual","3.5","3.2","Meets Expectations","2024-12-13","Meets Expectations","Meets Expectations","No"
"BLD-101119","2023 Annual","3.3","3","Exceeds Expectations","2023-12-27","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101119","2024 Annual","2.7","3.1","Meets Expectations","2024-12-26","Meets Expectations","Meets Expectations","No"
"BLD-101119","2025 Annual","2.9","3.3","Exceeds Expectations","2025-12-17","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101121","2023 Annual","3.1","3.7","Meets Expectations","2023-12-21","Meets Expectations","Meets Expectations","No"
"BLD-101122","2025 Annual","3","2.7","Meets Expectations","2025-12-17","Meets Expectations","Meets Expectations","No"
"BLD-101124","2024 Annual","2.9","2.6","Meets Some Expectations","2024-12-28","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101124","2025 Annual","3.5","2.9","Meets Expectations","2025-12-28","Meets Expectations","Meets Expectations","No"
"BLD-101125","2024 Annual","2.5","2.1","Meets Some Expectations","2024-12-14","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101125","2025 Annual","3.1","3.3","Exceeds Expectations","2025-12-14","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101126","2024 Annual","3.8","2.6","Meets Expectations","2024-12-22","Meets Expectations","Meets Expectations","No"
"BLD-101126","2025 Annual","3.3","2.8","Meets Expectations","2025-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101127","2024 Annual","3.8","4","Exceptional","2024-12-14","Exceptional","Exceptional","No"
"BLD-101127","2025 Annual","2","2.6","Meets Some Expectations","2025-12-14","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101128","2024 Annual","2.7","2.6","Meets Expectations","2024-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101128","2025 Annual","2.1","2.8","Meets Expectations","2025-12-11","Meets Expectations","Meets Expectations","No"
"BLD-101129","2025 Annual","3.6","2.7","Meets Expectations","2025-12-24","Meets Expectations","Meets Expectations","No"
"BLD-101131","2025 Annual","2.6","3.5","Meets Expectations","2025-12-20","Meets Expectations","Meets Expectations","No"
"BLD-101132","2024 Annual","2.8","3.1","Meets Expectations","2024-12-10","Exceeds Expectations","Meets Expectations","No"
"BLD-101133","2025 Annual","3","3.2","Meets Expectations","2025-12-17","Meets Expectations","Meets Expectations","No"
"BLD-101135","2025 Annual","3.1","2.6","Meets Expectations","2025-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101137","2024 Annual","2.9","3.2","Meets Expectations","2024-12-18","Meets Expectations","Meets Expectations","No"
"BLD-101137","2025 Annual","2.6","3.4","Meets Expectations","2025-12-25","Meets Expectations","Meets Expectations","No"
"BLD-101138","2023 Annual","2.8","2.7","Meets Expectations","2023-12-16","Exceeds Expectations","Meets Expectations","No"
"BLD-101138","2024 Annual","3.2","3.4","Exceeds Expectations","2024-12-22","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101138","2025 Annual","3","3.5","Exceeds Expectations","2025-12-13","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101139","2023 Annual","3.3","3.7","Exceeds Expectations","2023-12-24","Meets Expectations","Exceeds Expectations","No"
"BLD-101139","2024 Annual","3.5","3.2","Meets Expectations","2024-12-13","Meets Expectations","Meets Expectations","No"
"BLD-101139","2025 Annual","2.8","2.8","Meets Some Expectations","2025-12-27","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101141","2023 Annual","2","3","Meets Some Expectations","2023-12-11","Meets Expectations","Meets Some Expectations","No"
"BLD-101141","2024 Annual","2.8","3.8","Meets Expectations","2024-12-10","Meets Expectations","Meets Expectations","No"
"BLD-101141","2025 Annual","3.5","2.9","Meets Expectations","2025-12-20","Meets Expectations","Meets Expectations","No"
"BLD-101143","2025 Annual","3.2","2.6","Meets Expectations","2025-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101145","2024 Annual","2.4","2.3","Meets Expectations","2024-12-26","Exceeds Expectations","Meets Expectations","No"
"BLD-101145","2025 Annual","3","2.6","Exceeds Expectations","2025-12-16","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101146","2025 Annual","3.9","3.7","Exceptional","2025-12-18","Meets Expectations","Exceptional","Yes"
"BLD-101147","2025 Annual","3","4.1","Meets Expectations","2025-12-23","Meets Expectations","Meets Expectations","No"
"BLD-101148","2023 Annual","2.7","3.2","Meets Expectations","2023-12-21","Meets Expectations","Meets Expectations","No"
"BLD-101148","2024 Annual","3.4","3.2","Meets Expectations","2024-12-18","Meets Expectations","Meets Expectations","No"
"BLD-101148","2025 Annual","2.3","2.9","Meets Some Expectations","2025-12-11","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101149","2025 Annual","3.5","4","Exceeds Expectations","2025-12-18","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101150","2023 Annual","2.7","3.2","Meets Expectations","2023-12-16","Meets Expectations","Meets Expectations","No"
"BLD-101150","2024 Annual","3.3","2.8","Meets Expectations","2024-12-10","Meets Expectations","Meets Expectations","No"
"BLD-101150","2025 Annual","2.8","3.1","Meets Expectations","2025-12-20","Meets Expectations","Meets Expectations","No"
"BLD-101151","2025 Annual","2.6","3.2","Meets Expectations","2025-12-18","Meets Expectations","Meets Expectations","No"
"BLD-101152","2025 Annual","2.8","3.3","Meets Expectations","2025-12-23","Meets Expectations","Meets Expectations","No"
"BLD-101153","2024 Annual","3.9","3.9","Exceeds Expectations","2024-12-19","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-101153","2025 Annual","2.8","3.5","Meets Expectations","2025-12-24","Meets Expectations","Meets Expectations","No"
"BLD-101154","2025 Annual","3.8","3","Meets Expectations","2025-12-24","Meets Expectations","Meets Expectations","No"
"BLD-101156","2025 Annual","4.7","4.2","Exceptional","2025-12-26","Meets Expectations","Exceptional","No"
"BLD-101157","2025 Annual","3.2","3.3","Meets Expectations","2025-12-11","Meets Expectations","Meets Expectations","No"
"BLD-101158","2024 Annual","2.9","2.9","Meets Expectations","2024-12-24","Meets Expectations","Meets Expectations","No"
"BLD-101158","2025 Annual","2.5","3.5","Meets Expectations","2025-12-21","Meets Expectations","Meets Expectations","No"
"BLD-101159","2025 Annual","2.3","3.1","Meets Some Expectations","2025-12-11","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101160","2024 Annual","2.5","2.9","Meets Expectations","2024-12-24","Meets Expectations","Meets Expectations","No"
"BLD-101160","2025 Annual","3.8","3.4","Exceeds Expectations","2025-12-10","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101161","2025 Annual","2.9","3.1","Meets Expectations","2025-12-17","Meets Expectations","Meets Expectations","No"
"BLD-101162","2023 Annual","2.5","2.2","Meets Some Expectations","2023-12-11","Meets Expectations","Meets Some Expectations","No"
"BLD-101162","2024 Annual","3.3","3.3","Meets Expectations","2024-12-25","Meets Expectations","Meets Expectations","No"
"BLD-101163","2025 Annual","5","4.3","Exceptional","2025-12-20","Exceptional","Exceptional","No"
"BLD-101165","2024 Annual","3.9","3","Exceeds Expectations","2024-12-20","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101165","2025 Annual","2","2.2","Below Expectations","2025-12-23","Below Expectations","Below Expectations","No"
"BLD-101168","2024 Annual","1.8","1.6","Below Expectations","2024-12-25","Below Expectations","Below Expectations","No"
"BLD-101168","2025 Annual","3.3","2.5","Meets Expectations","2025-12-25","Meets Expectations","Meets Expectations","No"
"BLD-101169","2025 Annual","3.6","4","Exceptional","2025-12-12","Exceptional","Exceptional","No"
"BLD-101172","2023 Annual","3.2","2.8","Meets Expectations","2023-12-12","Meets Expectations","Meets Expectations","No"
"BLD-101172","2024 Annual","3","3","Meets Expectations","2024-12-23","Meets Some Expectations","Meets Expectations","No"
"BLD-101172","2025 Annual","2.9","2.9","Meets Expectations","2025-12-18","Meets Expectations","Meets Expectations","No"
"BLD-101173","2023 Annual","2.7","2.9","Meets Expectations","2023-12-16","Meets Expectations","Meets Expectations","No"
"BLD-101175","2024 Annual","3.8","3.3","Exceeds Expectations","2024-12-26","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101176","2023 Annual","3.8","2.7","Meets Expectations","2023-12-28","Meets Expectations","Meets Expectations","No"
"BLD-101176","2024 Annual","3.5","2.9","Exceeds Expectations","2024-12-23","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101176","2025 Annual","3.7","3.2","Exceeds Expectations","2025-12-21","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101177","2024 Annual","3.1","3.1","Meets Expectations","2024-12-12","Exceptional","Meets Expectations","No"
"BLD-101177","2025 Annual","2.6","2.7","Meets Expectations","2025-12-17","Meets Expectations","Meets Expectations","No"
"BLD-101179","2024 Annual","2.8","3","Meets Expectations","2024-12-14","Meets Expectations","Meets Expectations","No"
"BLD-101179","2025 Annual","2.9","2.9","Meets Expectations","2025-12-16","Meets Expectations","Meets Expectations","No"
"BLD-101181","2024 Annual","3.9","3.7","Exceptional","2024-12-11","Exceptional","Exceptional","Yes"
"BLD-101181","2025 Annual","3.2","3.8","Exceeds Expectations","2025-12-24","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101182","2024 Annual","2.2","2.8","Meets Expectations","2024-12-14","Meets Expectations","Meets Expectations","No"
"BLD-101183","2024 Annual","3.8","3.2","Meets Expectations","2024-12-22","Meets Expectations","Meets Expectations","No"
"BLD-101183","2025 Annual","3.7","2.7","Meets Expectations","2025-12-27","Meets Expectations","Meets Expectations","No"
"BLD-101184","2025 Annual","3","3.1","Meets Expectations","2025-12-14","Meets Expectations","Meets Expectations","No"
"BLD-101185","2023 Annual","2.6","3.3","Meets Expectations","2023-12-14","Meets Expectations","Meets Expectations","No"
"BLD-101185","2024 Annual","2.2","2.3","Meets Some Expectations","2024-12-25","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101185","2025 Annual","2.4","3.9","Meets Expectations","2025-12-27","Meets Expectations","Meets Expectations","No"
"BLD-101186","2025 Annual","3.3","3.1","Exceeds Expectations","2025-12-21","Meets Expectations","Exceeds Expectations","No"
"BLD-101189","2025 Annual","2.2","2.2","Meets Some Expectations","2025-12-16","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101190","2024 Annual","2.9","3","Meets Expectations","2024-12-22","Meets Expectations","Meets Expectations","No"
"BLD-101191","2023 Annual","2.4","2.4","Meets Some Expectations","2023-12-28","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101193","2024 Annual","3.5","2.9","Meets Some Expectations","2024-12-27","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101193","2025 Annual","3.6","3.3","Meets Expectations","2025-12-14","Meets Expectations","Meets Expectations","No"
"BLD-101194","2025 Annual","2.3","3.1","Meets Expectations","2025-12-20","Meets Expectations","Meets Expectations","No"
"BLD-101195","2025 Annual","2.6","3","Meets Expectations","2025-12-16","Meets Expectations","Meets Expectations","No"
"BLD-101196","2024 Annual","2.1","3","Meets Some Expectations","2024-12-15","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101196","2025 Annual","3.4","3.8","Exceeds Expectations","2025-12-20","Exceptional","Exceeds Expectations","Yes"
"BLD-101197","2023 Annual","2.2","2","Meets Some Expectations","2023-12-21","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101197","2024 Annual","3","2.9","Meets Expectations","2024-12-20","Meets Expectations","Meets Expectations","No"
"BLD-101197","2025 Annual","2.8","2.7","Meets Expectations","2025-12-24","Meets Expectations","Meets Expectations","No"
"BLD-101199","2025 Annual","3","3.5","Meets Expectations","2025-12-27","Meets Expectations","Meets Expectations","No"
"BLD-101200","2023 Annual","3.3","3.1","Meets Expectations","2023-12-20","Meets Expectations","Meets Expectations","No"
"BLD-101201","2024 Annual","4.6","4","Exceptional","2024-12-13","Exceptional","Exceptional","Yes"
"BLD-101201","2025 Annual","2.9","2.8","Meets Expectations","2025-12-15","Meets Expectations","Meets Expectations","No"
"BLD-101202","2025 Annual","2.4","2.8","Meets Some Expectations","2025-12-28","Meets Expectations","Meets Some Expectations","No"
"BLD-101203","2025 Annual","2.9","3.1","Meets Expectations","2025-12-23","Meets Expectations","Meets Expectations","No"
"BLD-101205","2024 Annual","2.8","2.6","Meets Some Expectations","2024-12-12","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101205","2025 Annual","3.1","4.1","Meets Expectations","2025-12-21","Meets Expectations","Meets Expectations","No"
"BLD-101206","2023 Annual","3.1","2.1","Meets Some Expectations","2023-12-17","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101206","2024 Annual","2.9","2.4","Meets Expectations","2024-12-28","Meets Expectations","Meets Expectations","No"
"BLD-101206","2025 Annual","3.5","2.8","Meets Expectations","2025-12-22","Meets Expectations","Meets Expectations","No"
"BLD-101207","2025 Annual","3.2","2.1","Meets Expectations","2025-12-28","Meets Expectations","Meets Expectations","No"
"BLD-101208","2024 Annual","3","2.4","Meets Expectations","2024-12-21","Meets Expectations","Meets Expectations","No"
"BLD-101208","2025 Annual","2.9","3.1","Meets Expectations","2025-12-13","Exceptional","Meets Expectations","No"
"BLD-101210","2025 Annual","2.8","2.6","Meets Expectations","2025-12-25","Meets Expectations","Meets Expectations","No"
"BLD-101212","2023 Annual","3.5","2.7","Meets Expectations","2023-12-23","Meets Expectations","Meets Expectations","No"
"BLD-101212","2024 Annual","3.9","3.4","Exceeds Expectations","2024-12-19","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101212","2025 Annual","3.7","3.5","Exceeds Expectations","2025-12-23","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101213","2025 Annual","2.9","3.1","Meets Expectations","2025-12-24","Exceeds Expectations","Meets Expectations","No"
"BLD-101214","2024 Annual","3.7","3.8","Meets Expectations","2024-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101214","2025 Annual","3.9","3.8","Exceptional","2025-12-12","Exceptional","Exceptional","No"
"BLD-101215","2024 Annual","3.4","3.1","Meets Some Expectations","2024-12-16","Meets Expectations","Meets Some Expectations","No"
"BLD-101215","2025 Annual","3.8","2.9","Meets Expectations","2025-12-21","Meets Expectations","Meets Expectations","No"
"BLD-101217","2024 Annual","4.5","3.5","Exceptional","2024-12-14","Meets Expectations","Exceptional","No"
"BLD-101217","2025 Annual","3.9","3.4","Exceeds Expectations","2025-12-15","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101218","2024 Annual","2.2","2.1","Below Expectations","2024-12-19","Below Expectations","Below Expectations","No"
"BLD-101218","2025 Annual","1.9","2.6","Meets Some Expectations","2025-12-22","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101220","2025 Annual","2.6","2.6","Meets Some Expectations","2025-12-22","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101221","2025 Annual","3.5","3.4","Exceeds Expectations","2025-12-24","Meets Expectations","Exceeds Expectations","No"
"BLD-101222","2025 Annual","4","2.9","Meets Expectations","2025-12-18","Meets Expectations","Meets Expectations","No"
"BLD-101224","2024 Annual","3.3","2.7","Meets Expectations","2024-12-11","Meets Expectations","Meets Expectations","No"
"BLD-101225","2023 Annual","2.6","2.3","Meets Expectations","2023-12-17","Meets Expectations","Meets Expectations","No"
"BLD-101225","2024 Annual","3.6","3.3","Meets Expectations","2024-12-23","Meets Expectations","Meets Expectations","No"
"BLD-101225","2025 Annual","3","3","Meets Expectations","2025-12-12","Meets Expectations","Meets Expectations","No"
"BLD-101226","2024 Annual","4.2","3.5","Exceptional","2024-12-19","Exceeds Expectations","Exceptional","No"
"BLD-101227","2023 Annual","2.4","3.1","Meets Expectations","2023-12-20","Meets Expectations","Meets Expectations","No"
"BLD-101227","2024 Annual","2.8","2.4","Meets Expectations","2024-12-14","Meets Expectations","Meets Expectations","No"
"BLD-101227","2025 Annual","2.7","3.1","Meets Expectations","2025-12-19","Meets Expectations","Meets Expectations","No"
"BLD-101228","2025 Annual","2.6","2.7","Meets Some Expectations","2025-12-11","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101229","2023 Annual","3.9","3.4","Exceeds Expectations","2023-12-23","Exceeds Expectations","Exceeds Expectations","No"
"BLD-101229","2024 Annual","2.3","3.4","Meets Expectations","2024-12-17","Meets Expectations","Meets Expectations","No"
"BLD-101229","2025 Annual","2.5","2.4","Meets Some Expectations","2025-12-10","Meets Some Expectations","Meets Some Expectations","No"
"BLD-101230","2023 Annual","3.1","3.3","Exceeds Expectations","2023-12-12","Exceeds Expectations","Exceeds Expectations","No"
