"employee_id","course_name","training_category","training_hours","training_cost","completion_status","completion_date","certification_achieved"
"BLD-100956","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2024-04-05","No"
"BLD-100956","Advanced Excel for Reporting","Technical","2","1310","Completed","2024-02-28","Yes"
"BLD-100956","Strategic Leadership Workshop","Leadership","2","600","Not Started",,"No"
"BLD-100956","Cold Chain Logistics","Technical","2","1630","Completed","2023-05-11","Yes"
"BLD-100956","Quality Control Techniques","Technical","4","380","Completed","2023-07-21","Yes"
"BLD-100956","Presentation Skills","Soft Skills","2","540","Completed","2024-06-17","No"
"BLD-100957","SAP for HR Users","Technical","2","860","Completed","2023-04-01","Yes"
"BLD-100957","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2023-02-09","No"
"BLD-100958","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2023-01-11","No"
"BLD-100958","Presentation Skills","Soft Skills","8","220","In Progress",,"No"
"BLD-100958","Data Privacy Awareness","Mandatory","16","0","Completed","2023-10-25","No"
"BLD-100958","First-Time Manager Program","Leadership","2","210","Completed","2023-01-19","No"
"BLD-100958","Data Privacy Awareness","Mandatory","4","0","Completed","2024-02-10","No"
"BLD-100958","Dairy Processing Fundamentals","Technical","4","1970","Completed","2023-07-14","No"
"BLD-100958","DOA & Governance Training","Compliance","8","0","Completed","2023-11-06","No"
"BLD-100959","Dairy Processing Fundamentals","Technical","8","250","Completed","2025-09-28","No"
"BLD-100959","First-Time Manager Program","Leadership","4","2140","Completed","2024-12-05","No"
"BLD-100959","Egyptian Labor Law Essentials","Compliance","4","0","Completed","2025-02-28","No"
"BLD-100959","Fire & Emergency Response","Mandatory","2","0","In Progress",,"No"
"BLD-100959","Health & Safety Induction","Mandatory","16","0","Completed","2024-07-12","No"
"BLD-100959","Fire & Emergency Response","Mandatory","4","0","In Progress",,"No"
"BLD-100959","Coaching for Performance","Leadership","4","170","Completed","2023-05-09","No"
"BLD-100959","Egyptian Labor Law Essentials","Compliance","4","0","In Progress",,"No"
"BLD-100960","Qatar Labor Law Essentials","Compliance","8","0","Completed","2025-09-17","No"
"BLD-100960","Qatar Labor Law Essentials","Compliance","2","0","Completed","2025-05-01","No"
"BLD-100960","Presentation Skills","Soft Skills","2","1790","Completed","2025-02-17","No"
"BLD-100960","Fire & Emergency Response","Mandatory","4","0","Completed","2024-08-10","No"
"BLD-100960","Strategic Leadership Workshop","Leadership","2","740","Completed","2025-02-16","No"
"BLD-100960","Presentation Skills","Soft Skills","2","1320","Completed","2025-08-27","No"
"BLD-100961","Advanced Excel for Reporting","Technical","4","1260","Completed","2023-05-06","Yes"
"BLD-100961","Health & Safety Induction","Mandatory","2","0","Completed","2025-12-01","No"
"BLD-100961","Dairy Processing Fundamentals","Technical","8","1510","Completed","2023-11-11","Yes"
"BLD-100961","Health & Safety Induction","Mandatory","4","0","In Progress",,"No"
"BLD-100961","SAP for HR Users","Technical","2","300","Completed","2025-02-02","Yes"
"BLD-100961","Effective Communication","Soft Skills","4","580","Completed","2023-02-26","No"
"BLD-100962","Strategic Leadership Workshop","Leadership","2","180","In Progress",,"No"
"BLD-100962","DOA & Governance Training","Compliance","8","0","Completed","2023-05-06","No"
"BLD-100962","SAP for HR Users","Technical","8","350","In Progress",,"No"
"BLD-100962","Anti-Bribery & Ethics","Mandatory","16","0","Completed","2023-03-21","No"
"BLD-100962","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2025-06-08","No"
"BLD-100962","Presentation Skills","Soft Skills","4","1200","Completed","2025-05-10","No"
"BLD-100963","Strategic Leadership Workshop","Leadership","2","1860","Completed","2023-09-09","No"
"BLD-100963","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2023-05-24","No"
"BLD-100963","Advanced Excel for Reporting","Technical","2","1640","Completed","2023-07-20","Yes"
"BLD-100963","Coaching for Performance","Leadership","2","660","In Progress",,"No"
"BLD-100965","Health & Safety Induction","Mandatory","2","0","Completed","2023-11-15","No"
"BLD-100966","SAP for HR Users","Technical","2","1360","Completed","2023-06-11","No"
"BLD-100966","Conflict Resolution","Soft Skills","2","170","Completed","2023-09-09","No"
"BLD-100967","Egyptian Labor Law Essentials","Compliance","8","0","Completed","2023-10-05","Yes"
"BLD-100967","First-Time Manager Program","Leadership","8","910","Completed","2023-01-06","No"
"BLD-100967","Quality Control Techniques","Technical","8","380","Completed","2024-01-29","Yes"
"BLD-100967","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2023-05-14","No"
"BLD-100968","DOA & Governance Training","Compliance","2","0","Not Started",,"No"
"BLD-100968","Health & Safety Induction","Mandatory","16","0","In Progress",,"No"
"BLD-100968","Time Management","Soft Skills","4","980","Completed","2023-05-27","No"
"BLD-100968","Time Management","Soft Skills","4","2190","Completed","2023-04-07","No"
"BLD-100969","First-Time Manager Program","Leadership","8","160","Completed","2023-05-06","No"
"BLD-100969","Presentation Skills","Soft Skills","4","610","In Progress",,"No"
"BLD-100970","Time Management","Soft Skills","2","2120","Completed","2023-05-11","No"
"BLD-100970","First-Time Manager Program","Leadership","2","490","Completed","2024-04-11","No"
"BLD-100970","Time Management","Soft Skills","2","940","Completed","2023-09-29","No"
"BLD-100970","Quality Control Techniques","Technical","4","820","Completed","2023-07-20","Yes"
"BLD-100970","Cold Chain Logistics","Technical","2","1980","Completed","2025-07-19","Yes"
"BLD-100970","Conflict Resolution","Soft Skills","4","1240","Completed","2025-01-13","No"
"BLD-100970","Fire & Emergency Response","Mandatory","8","0","Completed","2024-07-04","No"
"BLD-100970","DOA & Governance Training","Compliance","4","0","Completed","2025-04-02","No"
"BLD-100970","Data Privacy Awareness","Mandatory","4","0","Completed","2025-02-02","No"
"BLD-100970","First-Time Manager Program","Leadership","2","2060","Completed","2024-01-04","No"
"BLD-100970","Time Management","Soft Skills","8","350","Completed","2023-12-26","No"
"BLD-100970","Quality Control Techniques","Technical","2","870","Completed","2025-08-04","Yes"
"BLD-100970","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2025-07-01","No"
"BLD-100971","Egyptian Labor Law Essentials","Compliance","16","0","In Progress",,"No"
"BLD-100971","Cold Chain Logistics","Technical","4","1250","Completed","2024-03-16","No"
"BLD-100971","Presentation Skills","Soft Skills","2","1540","Completed","2023-12-06","No"
"BLD-100971","Presentation Skills","Soft Skills","4","1450","In Progress",,"No"
"BLD-100971","Cold Chain Logistics","Technical","2","1430","Completed","2023-07-11","Yes"
"BLD-100971","Advanced Excel for Reporting","Technical","16","310","Completed","2025-01-22","No"
"BLD-100971","Effective Communication","Soft Skills","4","1670","Completed","2024-06-06","No"
"BLD-100971","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2024-10-27","No"
"BLD-100971","Anti-Bribery & Ethics","Mandatory","4","0","Completed","2023-05-13","No"
"BLD-100971","Health & Safety Induction","Mandatory","16","0","Completed","2025-11-23","No"
"BLD-100971","Quality Control Techniques","Technical","2","1780","Completed","2024-10-01","No"
"BLD-100971","Presentation Skills","Soft Skills","8","600","Completed","2024-01-27","No"
"BLD-100972","Cold Chain Logistics","Technical","2","1620","Completed","2023-12-08","No"
"BLD-100972","DOA & Governance Training","Compliance","2","0","Completed","2024-03-31","No"
"BLD-100972","Cold Chain Logistics","Technical","4","2130","Completed","2025-08-26","No"
"BLD-100972","Effective Communication","Soft Skills","2","1910","Completed","2024-06-07","No"
"BLD-100972","Coaching for Performance","Leadership","4","2050","Completed","2025-03-03","No"
"BLD-100972","Qatar Labor Law Essentials","Compliance","8","0","Completed","2023-03-09","Yes"
"BLD-100972","Time Management","Soft Skills","4","1210","Completed","2025-10-29","No"
"BLD-100972","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2024-06-06","No"
"BLD-100972","Fire & Emergency Response","Mandatory","2","0","Completed","2025-05-24","No"
"BLD-100972","Fire & Emergency Response","Mandatory","2","0","Completed","2025-09-16","No"
"BLD-100973","DOA & Governance Training","Compliance","4","0","Completed","2024-03-06","Yes"
"BLD-100973","Time Management","Soft Skills","8","1590","Completed","2023-11-19","No"
"BLD-100973","Presentation Skills","Soft Skills","2","660","Completed","2024-06-09","No"
"BLD-100973","Conflict Resolution","Soft Skills","16","1710","Completed","2024-09-01","No"
"BLD-100973","SAP for HR Users","Technical","8","1200","Completed","2025-05-09","No"
"BLD-100973","Anti-Bribery & Ethics","Mandatory","4","0","Completed","2025-07-25","No"
"BLD-100973","DOA & Governance Training","Compliance","2","0","Completed","2024-10-13","Yes"
"BLD-100974","Cold Chain Logistics","Technical","2","690","Completed","2023-06-14","Yes"
"BLD-100974","DOA & Governance Training","Compliance","4","0","Completed","2023-03-07","Yes"
"BLD-100974","Coaching for Performance","Leadership","2","730","Completed","2023-06-09","No"
"BLD-100975","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2025-09-22","No"
"BLD-100975","Conflict Resolution","Soft Skills","8","1570","Completed","2025-03-19","No"
"BLD-100975","Effective Communication","Soft Skills","16","1180","Completed","2025-12-14","No"
"BLD-100975","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2023-02-22","No"
"BLD-100976","Quality Control Techniques","Technical","4","940","Completed","2025-07-01","Yes"
"BLD-100976","Egyptian Labor Law Essentials","Compliance","2","0","In Progress",,"No"
"BLD-100976","Coaching for Performance","Leadership","2","260","Completed","2023-04-28","No"
"BLD-100976","Coaching for Performance","Leadership","2","730","In Progress",,"No"
"BLD-100976","Advanced Excel for Reporting","Technical","4","1120","Completed","2023-05-27","No"
"BLD-100976","First-Time Manager Program","Leadership","2","2090","Completed","2023-11-04","No"
"BLD-100976","Effective Communication","Soft Skills","8","1690","Completed","2024-04-03","No"
"BLD-100976","Time Management","Soft Skills","2","1940","Completed","2024-05-22","No"
"BLD-100976","Time Management","Soft Skills","16","1930","Completed","2023-04-28","No"
"BLD-100977","Anti-Bribery & Ethics","Mandatory","4","0","In Progress",,"No"
"BLD-100977","Data Privacy Awareness","Mandatory","8","0","Completed","2024-01-19","No"
"BLD-100977","Time Management","Soft Skills","4","2070","Completed","2025-07-08","No"
"BLD-100977","Strategic Leadership Workshop","Leadership","4","240","In Progress",,"No"
"BLD-100977","Food Safety & HACCP Refresher","Mandatory","2","0","Not Started",,"No"
"BLD-100977","Qatar Labor Law Essentials","Compliance","8","0","Completed","2025-04-10","Yes"
"BLD-100977","DOA & Governance Training","Compliance","4","0","Completed","2025-09-08","Yes"
"BLD-100977","Advanced Excel for Reporting","Technical","2","950","Completed","2023-11-16","No"
"BLD-100978","Strategic Leadership Workshop","Leadership","16","730","Completed","2023-04-27","No"
"BLD-100978","Quality Control Techniques","Technical","8","510","Completed","2023-09-17","Yes"
"BLD-100979","Health & Safety Induction","Mandatory","16","0","Completed","2023-08-07","No"
"BLD-100979","Data Privacy Awareness","Mandatory","2","0","Completed","2023-05-08","No"
"BLD-100979","Anti-Bribery & Ethics","Mandatory","2","0","Completed","2023-03-23","No"
"BLD-100979","Cold Chain Logistics","Technical","2","780","Not Started",,"No"
"BLD-100979","Data Privacy Awareness","Mandatory","4","0","Completed","2025-04-12","No"
"BLD-100979","First-Time Manager Program","Leadership","4","810","Completed","2025-04-25","No"
"BLD-100979","SAP for HR Users","Technical","8","1610","Completed","2024-03-13","No"
"BLD-100979","Health & Safety Induction","Mandatory","16","0","In Progress",,"No"
"BLD-100980","Time Management","Soft Skills","8","2110","Completed","2023-03-25","No"
"BLD-100980","Dairy Processing Fundamentals","Technical","8","750","In Progress",,"No"
"BLD-100980","SAP for HR Users","Technical","2","630","Completed","2024-02-15","Yes"
"BLD-100980","Effective Communication","Soft Skills","2","1410","Completed","2025-03-19","No"
"BLD-100980","Cold Chain Logistics","Technical","8","980","Completed","2023-07-13","Yes"
"BLD-100980","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2023-10-25","No"
"BLD-100981","Coaching for Performance","Leadership","2","1110","Completed","2024-04-04","No"
"BLD-100981","Time Management","Soft Skills","2","1170","Completed","2025-04-19","No"
"BLD-100981","First-Time Manager Program","Leadership","8","1940","Completed","2024-11-18","No"
"BLD-100981","Dairy Processing Fundamentals","Technical","4","1670","Completed","2024-11-01","Yes"
"BLD-100981","Conflict Resolution","Soft Skills","16","220","Completed","2024-12-17","No"
"BLD-100981","Cold Chain Logistics","Technical","2","880","Completed","2024-03-10","No"
"BLD-100982","DOA & Governance Training","Compliance","2","0","Completed","2023-08-25","Yes"
"BLD-100982","Advanced Excel for Reporting","Technical","2","210","Completed","2023-06-21","No"
"BLD-100982","Dairy Processing Fundamentals","Technical","4","1950","Completed","2025-08-06","No"
"BLD-100982","Cold Chain Logistics","Technical","2","2000","Completed","2023-01-29","No"
"BLD-100982","Presentation Skills","Soft Skills","4","1090","Completed","2024-06-25","No"
"BLD-100982","Cold Chain Logistics","Technical","16","1890","Completed","2023-07-19","No"
"BLD-100982","Health & Safety Induction","Mandatory","2","0","Completed","2023-11-19","No"
"BLD-100982","Dairy Processing Fundamentals","Technical","8","1500","Completed","2023-05-16","Yes"
"BLD-100982","Strategic Leadership Workshop","Leadership","4","2160","In Progress",,"No"
"BLD-100983","DOA & Governance Training","Compliance","8","0","In Progress",,"No"
"BLD-100983","Advanced Excel for Reporting","Technical","8","1460","Completed","2025-10-05","No"
"BLD-100983","Food Safety & HACCP Refresher","Mandatory","8","0","Not Started",,"No"
"BLD-100983","Egyptian Labor Law Essentials","Compliance","4","0","Completed","2023-10-12","No"
"BLD-100983","Fire & Emergency Response","Mandatory","8","0","Completed","2024-07-30","No"
"BLD-100983","Egyptian Labor Law Essentials","Compliance","8","0","In Progress",,"No"
"BLD-100983","DOA & Governance Training","Compliance","4","0","Completed","2023-02-22","Yes"
"BLD-100983","First-Time Manager Program","Leadership","2","780","Completed","2024-01-25","No"
"BLD-100983","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2025-09-29","No"
"BLD-100983","Anti-Bribery & Ethics","Mandatory","8","0","Completed","2025-08-17","No"
"BLD-100984","Cold Chain Logistics","Technical","4","340","Completed","2023-01-21","Yes"
"BLD-100985","Effective Communication","Soft Skills","4","1430","Completed","2023-06-29","No"
"BLD-100986","Effective Communication","Soft Skills","8","990","Completed","2023-01-04","No"
"BLD-100987","Coaching for Performance","Leadership","2","920","Completed","2023-05-14","No"
"BLD-100987","Time Management","Soft Skills","16","310","Completed","2023-02-15","No"
"BLD-100988","Time Management","Soft Skills","2","660","Completed","2023-04-26","No"
"BLD-100989","Qatar Labor Law Essentials","Compliance","4","0","Completed","2023-03-15","No"
"BLD-100989","Coaching for Performance","Leadership","2","1590","Completed","2024-04-19","No"
"BLD-100989","Effective Communication","Soft Skills","16","1520","Completed","2025-12-17","No"
"BLD-100989","Cold Chain Logistics","Technical","2","230","Completed","2024-01-04","Yes"
"BLD-100989","Quality Control Techniques","Technical","4","1080","Completed","2025-01-14","Yes"
"BLD-100989","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2023-04-25","No"
"BLD-100989","Cold Chain Logistics","Technical","2","760","Completed","2024-02-05","No"
"BLD-100989","Anti-Bribery & Ethics","Mandatory","4","0","Completed","2023-06-22","No"
"BLD-100989","Strategic Leadership Workshop","Leadership","2","290","Completed","2024-04-21","No"
"BLD-100989","Quality Control Techniques","Technical","8","320","In Progress",,"No"
"BLD-100990","DOA & Governance Training","Compliance","2","0","Completed","2025-10-07","No"
"BLD-100990","Coaching for Performance","Leadership","4","1630","Not Started",,"No"
"BLD-100990","Qatar Labor Law Essentials","Compliance","4","0","Completed","2024-02-07","No"
"BLD-100990","First-Time Manager Program","Leadership","8","1060","Completed","2024-08-05","No"
"BLD-100990","SAP for HR Users","Technical","2","520","Completed","2024-05-08","Yes"
"BLD-100990","Time Management","Soft Skills","8","530","Completed","2023-04-29","No"
"BLD-100990","Time Management","Soft Skills","4","570","Completed","2024-11-22","No"
"BLD-100991","Advanced Excel for Reporting","Technical","8","1120","Completed","2023-04-03","No"
"BLD-100991","SAP for HR Users","Technical","8","2090","Completed","2023-01-19","No"
"BLD-100992","Advanced Excel for Reporting","Technical","4","1910","Completed","2025-09-22","Yes"
"BLD-100992","Health & Safety Induction","Mandatory","2","0","Completed","2025-06-14","No"
"BLD-100992","Cold Chain Logistics","Technical","8","2100","Completed","2023-09-15","Yes"
"BLD-100992","Data Privacy Awareness","Mandatory","2","0","Completed","2024-05-15","No"
"BLD-100992","DOA & Governance Training","Compliance","4","0","Completed","2025-12-24","No"
"BLD-100992","Conflict Resolution","Soft Skills","8","880","Completed","2024-04-08","No"
"BLD-100992","Anti-Bribery & Ethics","Mandatory","8","0","In Progress",,"No"
"BLD-100993","Cold Chain Logistics","Technical","2","1190","Completed","2025-05-18","No"
"BLD-100993","Conflict Resolution","Soft Skills","4","2120","Completed","2023-04-24","No"
"BLD-100993","Egyptian Labor Law Essentials","Compliance","2","0","Completed","2025-10-15","Yes"
"BLD-100993","Health & Safety Induction","Mandatory","2","0","Completed","2024-01-20","No"
"BLD-100993","DOA & Governance Training","Compliance","4","0","Completed","2023-11-23","No"
"BLD-100993","Cold Chain Logistics","Technical","16","1730","Completed","2023-05-29","No"
"BLD-100993","Advanced Excel for Reporting","Technical","4","1840","Not Started",,"No"
"BLD-100993","First-Time Manager Program","Leadership","4","1620","Completed","2024-11-20","No"
"BLD-100994","Qatar Labor Law Essentials","Compliance","4","0","In Progress",,"No"
"BLD-100994","DOA & Governance Training","Compliance","2","0","Completed","2025-06-14","Yes"
"BLD-100994","Qatar Labor Law Essentials","Compliance","2","0","Completed","2024-09-27","No"
"BLD-100994","Health & Safety Induction","Mandatory","8","0","Completed","2024-12-18","No"
"BLD-100994","Strategic Leadership Workshop","Leadership","2","700","Completed","2025-08-30","No"
"BLD-100994","Strategic Leadership Workshop","Leadership","4","1330","Completed","2025-05-19","No"
"BLD-100994","Health & Safety Induction","Mandatory","2","0","Not Started",,"No"
"BLD-100995","Presentation Skills","Soft Skills","8","630","Completed","2023-06-07","No"
"BLD-100995","Quality Control Techniques","Technical","2","480","Completed","2024-01-06","No"
"BLD-100995","Health & Safety Induction","Mandatory","4","0","Completed","2025-03-26","No"
"BLD-100995","First-Time Manager Program","Leadership","2","1910","Completed","2025-06-24","No"
"BLD-100996","Health & Safety Induction","Mandatory","8","0","Completed","2023-10-13","No"
"BLD-100996","Cold Chain Logistics","Technical","2","1940","Completed","2023-07-25","No"
"BLD-100996","SAP for HR Users","Technical","2","1480","Not Started",,"No"
"BLD-100996","Fire & Emergency Response","Mandatory","4","0","Completed","2023-11-13","No"
"BLD-100997","Data Privacy Awareness","Mandatory","4","0","In Progress",,"No"
"BLD-100997","Time Management","Soft Skills","8","1260","Completed","2025-04-25","No"
"BLD-100997","Data Privacy Awareness","Mandatory","2","0","Completed","2025-01-31","No"
"BLD-100997","DOA & Governance Training","Compliance","2","0","In Progress",,"No"
"BLD-100998","SAP for HR Users","Technical","4","1360","Completed","2023-03-30","Yes"
"BLD-100998","Cold Chain Logistics","Technical","2","1640","Not Started",,"No"
"BLD-100999","Fire & Emergency Response","Mandatory","2","0","Completed","2024-08-09","No"
"BLD-100999","Egyptian Labor Law Essentials","Compliance","8","0","Completed","2024-02-12","Yes"
"BLD-100999","Food Safety & HACCP Refresher","Mandatory","16","0","Completed","2023-04-08","No"
"BLD-100999","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2025-08-09","No"
"BLD-100999","Fire & Emergency Response","Mandatory","2","0","Completed","2023-08-13","No"
"BLD-100999","SAP for HR Users","Technical","16","1330","Completed","2024-05-13","Yes"
"BLD-101000","Advanced Excel for Reporting","Technical","8","2150","Completed","2024-06-23","Yes"
"BLD-101000","Advanced Excel for Reporting","Technical","2","1180","Completed","2024-07-06","No"
"BLD-101001","First-Time Manager Program","Leadership","4","790","Completed","2025-01-27","No"
"BLD-101001","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2023-10-08","No"
"BLD-101001","Egyptian Labor Law Essentials","Compliance","8","0","Completed","2024-10-01","No"
"BLD-101001","Anti-Bribery & Ethics","Mandatory","2","0","In Progress",,"No"
"BLD-101001","SAP for HR Users","Technical","4","920","Completed","2023-03-08","Yes"
"BLD-101001","Dairy Processing Fundamentals","Technical","4","370","Completed","2024-09-22","No"
"BLD-101002","Fire & Emergency Response","Mandatory","2","0","Completed","2023-12-29","No"
"BLD-101003","Presentation Skills","Soft Skills","16","1930","Completed","2023-03-15","No"
"BLD-101003","Strategic Leadership Workshop","Leadership","4","220","Completed","2023-02-27","No"
"BLD-101003","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2023-03-11","No"
"BLD-101003","Dairy Processing Fundamentals","Technical","2","830","Completed","2023-05-24","Yes"
"BLD-101003","DOA & Governance Training","Compliance","16","0","Completed","2023-05-01","Yes"
"BLD-101004","Quality Control Techniques","Technical","8","300","Not Started",,"No"
"BLD-101004","Dairy Processing Fundamentals","Technical","16","1690","Completed","2024-12-25","Yes"
"BLD-101004","Qatar Labor Law Essentials","Compliance","2","0","Completed","2023-07-14","Yes"
"BLD-101004","Coaching for Performance","Leadership","8","1690","Completed","2024-02-07","No"
"BLD-101004","SAP for HR Users","Technical","2","1190","Not Started",,"No"
"BLD-101004","SAP for HR Users","Technical","2","2000","Completed","2023-08-27","Yes"
"BLD-101004","First-Time Manager Program","Leadership","4","1340","Completed","2024-02-25","No"
"BLD-101006","Quality Control Techniques","Technical","4","390","Completed","2025-11-25","Yes"
"BLD-101006","Fire & Emergency Response","Mandatory","16","0","Not Started",,"No"
"BLD-101006","Advanced Excel for Reporting","Technical","4","800","Completed","2023-08-24","Yes"
"BLD-101006","Anti-Bribery & Ethics","Mandatory","8","0","Completed","2024-03-06","No"
"BLD-101006","Advanced Excel for Reporting","Technical","8","970","Completed","2023-07-21","No"
"BLD-101006","Quality Control Techniques","Technical","8","870","In Progress",,"No"
"BLD-101006","Anti-Bribery & Ethics","Mandatory","16","0","Completed","2025-02-28","No"
"BLD-101006","Time Management","Soft Skills","2","1530","Completed","2025-01-28","No"
"BLD-101008","Conflict Resolution","Soft Skills","8","900","Completed","2024-11-09","No"
"BLD-101008","Health & Safety Induction","Mandatory","8","0","Completed","2023-09-02","No"
"BLD-101009","First-Time Manager Program","Leadership","2","2140","Completed","2024-10-18","No"
"BLD-101009","Conflict Resolution","Soft Skills","16","1630","Completed","2023-06-24","No"
"BLD-101009","Health & Safety Induction","Mandatory","8","0","Completed","2023-10-05","No"
"BLD-101009","DOA & Governance Training","Compliance","8","0","Completed","2025-03-11","No"
"BLD-101009","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2025-07-05","No"
"BLD-101009","Cold Chain Logistics","Technical","4","430","Completed","2025-05-26","No"
"BLD-101009","Data Privacy Awareness","Mandatory","8","0","Completed","2023-08-17","No"
"BLD-101010","Cold Chain Logistics","Technical","2","760","Completed","2024-05-07","Yes"
"BLD-101010","Conflict Resolution","Soft Skills","4","1550","Completed","2025-12-25","No"
"BLD-101010","Data Privacy Awareness","Mandatory","16","0","Completed","2024-03-01","No"
"BLD-101010","Strategic Leadership Workshop","Leadership","2","1250","In Progress",,"No"
"BLD-101010","Anti-Bribery & Ethics","Mandatory","2","0","Completed","2025-06-21","No"
"BLD-101011","Data Privacy Awareness","Mandatory","4","0","In Progress",,"No"
"BLD-101011","Cold Chain Logistics","Technical","2","280","In Progress",,"No"
"BLD-101011","Presentation Skills","Soft Skills","4","560","Completed","2024-09-11","No"
"BLD-101011","Fire & Emergency Response","Mandatory","2","0","Completed","2023-09-06","No"
"BLD-101011","Fire & Emergency Response","Mandatory","8","0","Completed","2023-05-18","No"
"BLD-101011","Data Privacy Awareness","Mandatory","8","0","Completed","2023-10-07","No"
"BLD-101011","Advanced Excel for Reporting","Technical","8","1260","Completed","2024-09-07","No"
"BLD-101012","Dairy Processing Fundamentals","Technical","8","2030","Completed","2023-10-28","Yes"
"BLD-101012","Conflict Resolution","Soft Skills","16","1180","Not Started",,"No"
"BLD-101012","Advanced Excel for Reporting","Technical","8","370","Completed","2024-02-20","Yes"
"BLD-101012","First-Time Manager Program","Leadership","8","1990","In Progress",,"No"
"BLD-101012","DOA & Governance Training","Compliance","16","0","Completed","2025-03-02","Yes"
"BLD-101012","Data Privacy Awareness","Mandatory","2","0","Completed","2023-02-07","No"
"BLD-101012","Advanced Excel for Reporting","Technical","16","1130","Completed","2023-08-12","No"
"BLD-101012","Health & Safety Induction","Mandatory","8","0","Not Started",,"No"
"BLD-101012","DOA & Governance Training","Compliance","2","0","Completed","2025-06-26","Yes"
"BLD-101012","Cold Chain Logistics","Technical","8","2100","Completed","2023-01-10","No"
"BLD-101012","Cold Chain Logistics","Technical","8","760","Completed","2023-07-30","No"
"BLD-101012","Cold Chain Logistics","Technical","2","1590","Completed","2023-11-14","No"
"BLD-101013","Time Management","Soft Skills","8","430","Completed","2025-05-31","No"
"BLD-101013","Coaching for Performance","Leadership","8","1900","In Progress",,"No"
"BLD-101013","Effective Communication","Soft Skills","2","1960","Not Started",,"No"
"BLD-101013","Egyptian Labor Law Essentials","Compliance","4","0","Completed","2023-07-21","Yes"
"BLD-101013","Conflict Resolution","Soft Skills","16","670","Completed","2025-12-01","No"
"BLD-101013","SAP for HR Users","Technical","4","2080","Completed","2024-06-27","No"
"BLD-101013","Health & Safety Induction","Mandatory","4","0","Completed","2024-03-27","No"
"BLD-101013","Conflict Resolution","Soft Skills","2","1980","Completed","2023-07-03","No"
"BLD-101014","SAP for HR Users","Technical","4","350","In Progress",,"No"
"BLD-101014","Quality Control Techniques","Technical","4","1510","Completed","2024-02-14","Yes"
"BLD-101014","Health & Safety Induction","Mandatory","2","0","Completed","2024-04-10","No"
"BLD-101014","Cold Chain Logistics","Technical","2","1550","Completed","2025-10-03","No"
"BLD-101014","Coaching for Performance","Leadership","2","1200","Completed","2025-03-05","No"
"BLD-101014","Fire & Emergency Response","Mandatory","4","0","Completed","2023-12-25","No"
"BLD-101014","Strategic Leadership Workshop","Leadership","16","920","Completed","2024-06-04","No"
"BLD-101014","Fire & Emergency Response","Mandatory","8","0","Completed","2025-09-10","No"
"BLD-101014","Dairy Processing Fundamentals","Technical","8","230","Completed","2025-03-27","Yes"
"BLD-101015","Health & Safety Induction","Mandatory","4","0","Completed","2024-02-08","No"
"BLD-101015","Fire & Emergency Response","Mandatory","4","0","Completed","2024-08-15","No"
"BLD-101015","Qatar Labor Law Essentials","Compliance","8","0","Completed","2023-08-08","Yes"
"BLD-101015","Fire & Emergency Response","Mandatory","8","0","Completed","2024-08-08","No"
"BLD-101016","Egyptian Labor Law Essentials","Compliance","8","0","Completed","2025-11-21","Yes"
"BLD-101016","Presentation Skills","Soft Skills","16","1880","In Progress",,"No"
"BLD-101016","Effective Communication","Soft Skills","4","1250","Completed","2023-08-10","No"
"BLD-101016","Effective Communication","Soft Skills","2","710","Completed","2023-12-23","No"
"BLD-101016","Dairy Processing Fundamentals","Technical","2","1070","Completed","2023-05-09","No"
"BLD-101016","Data Privacy Awareness","Mandatory","2","0","Completed","2025-11-30","No"
"BLD-101016","Time Management","Soft Skills","4","720","In Progress",,"No"
"BLD-101016","Coaching for Performance","Leadership","8","970","In Progress",,"No"
"BLD-101016","Conflict Resolution","Soft Skills","16","1080","Completed","2025-03-19","No"
"BLD-101017","SAP for HR Users","Technical","2","330","Not Started",,"No"
"BLD-101017","Fire & Emergency Response","Mandatory","2","0","Completed","2024-04-03","No"
"BLD-101017","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2024-12-13","No"
"BLD-101017","Qatar Labor Law Essentials","Compliance","2","0","Completed","2023-09-16","No"
"BLD-101017","Coaching for Performance","Leadership","4","1880","Completed","2024-01-14","No"
"BLD-101017","SAP for HR Users","Technical","2","2120","Completed","2023-12-05","Yes"
"BLD-101017","Time Management","Soft Skills","4","1700","In Progress",,"No"
