"employee_id","gender","nationality","ethnicity","age","age_band","disability_status","grade","management_level","leadership_status"
"BLD-101320","Male","Egyptian","Not Tracked","32","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101321","Male","Pakistani","Not Tracked","47","45-54","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101328","Male","Egyptian","Not Tracked","34","25-34","Not Disclosed","G10","Managerial","Leadership"
"BLD-101329","Male","Bangladeshi","Not Tracked","23","<25","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101331","Male","Indian","Not Tracked","26","25-34","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101332","Male","Sudanese","Not Tracked","28","25-34","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101333","Male","Nepali","Not Tracked","48","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101334","Male","Filipino","Not Tracked","22","<25","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101335","Female","Pakistani","Not Tracked","25","25-34","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101336","Male","Indian","Not Tracked","49","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101337","Male","Jordanian","Not Tracked","53","45-54","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101338","Male","Egyptian","Not Tracked","41","35-44","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101339","Female","Jordanian","Not Tracked","37","35-44","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101341","Male","Egyptian","Not Tracked","25","25-34","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101342","Male","Filipino","Not Tracked","53","45-54","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101343","Male","Filipino","Not Tracked","43","35-44","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101344","Male","Filipino","Not Tracked","32","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101346","Male","Indian","Not Tracked","49","45-54","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101347","Female","Sudanese","Not Tracked","28","25-34","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101348","Male","Egyptian","Not Tracked","29","25-34","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101349","Male","Egyptian","Not Tracked","35","35-44","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101350","Male","Egyptian","Not Tracked","47","45-54","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101352","Male","Egyptian","Not Tracked","31","25-34","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101353","Male","Egyptian","Not Tracked","35","35-44","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101354","Male","Sri Lankan","Not Tracked","44","35-44","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101355","Male","Egyptian","Not Tracked","32","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101357","Male","Jordanian","Not Tracked","37","35-44","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101358","Male","Indian","Not Tracked","33","25-34","Not Disclosed","G10","Managerial","Leadership"
"BLD-101359","Female","Indian","Not Tracked","31","25-34","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101360","Female","Nepali","Not Tracked","53","45-54","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101361","Male","Egyptian","Not Tracked","28","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101363","Female","Indian","Not Tracked","26","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101364","Male","Indian","Not Tracked","26","25-34","Not Disclosed","G11","Managerial","Leadership"
"BLD-101365","Male","Egyptian","Not Tracked","26","25-34","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101367","Male","Nepali","Not Tracked","31","25-34","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101368","Female","Indian","Not Tracked","50","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101369","Male","Sri Lankan","Not Tracked","37","35-44","Not Disclosed","G10","Managerial","Leadership"
"BLD-101370","Female","Indian","Not Tracked","24","<25","Not Disclosed","G11","Managerial","Leadership"
"BLD-101371","Female","Filipino","Not Tracked","27","25-34","Not Disclosed","G10","Managerial","Leadership"
"BLD-101372","Male","Bangladeshi","Not Tracked","48","45-54","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101374","Female","Filipino","Not Tracked","24","<25","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101375","Male","Egyptian","Not Tracked","25","25-34","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101376","Female","Pakistani","Not Tracked","31","25-34","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101379","Male","Jordanian","Not Tracked","25","25-34","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101381","Male","Indian","Not Tracked","35","35-44","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101382","Female","Pakistani","Not Tracked","31","25-34","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101383","Male","Indian","Not Tracked","26","25-34","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101384","Female","Nepali","Not Tracked","40","35-44","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101385","Male","Indian","Not Tracked","47","45-54","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101386","Male","Bangladeshi","Not Tracked","20","<25","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101387","Male","Egyptian","Not Tracked","34","25-34","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101388","Female","Egyptian","Not Tracked","42","35-44","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101389","Male","Indian","Not Tracked","41","35-44","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101390","Male","Indian","Not Tracked","29","25-34","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101391","Male","Egyptian","Not Tracked","40","35-44","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101392","Female","Egyptian","Not Tracked","23","<25","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101395","Male","Qatari","Not Tracked","24","<25","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101396","Female","Bangladeshi","Not Tracked","48","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101397","Male","Filipino","Not Tracked","45","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101398","Female","Egyptian","Not Tracked","55","55+","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101399","Male","Sri Lankan","Not Tracked","36","35-44","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101400","Male","Bangladeshi","Not Tracked","22","<25","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101401","Male","Nepali","Not Tracked","33","25-34","Not Disclosed","G12","Managerial","Leadership"
"BLD-101402","Female","Jordanian","Not Tracked","36","35-44","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101403","Male","Egyptian","Not Tracked","42","35-44","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101405","Male","Nepali","Not Tracked","29","25-34","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101406","Male","Egyptian","Not Tracked","29","25-34","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101407","Female","Indian","Not Tracked","48","45-54","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101408","Male","Pakistani","Not Tracked","42","35-44","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101409","Male","Indian","Not Tracked","32","25-34","Not Disclosed","G11","Managerial","Leadership"
"BLD-101410","Male","Egyptian","Not Tracked","26","25-34","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101411","Male","Bangladeshi","Not Tracked","55","55+","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101412","Male","Nepali","Not Tracked","47","45-54","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101415","Male","Pakistani","Not Tracked","27","25-34","Not Disclosed","G11","Managerial","Leadership"
"BLD-101416","Male","Egyptian","Not Tracked","27","25-34","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101417","Female","Egyptian","Not Tracked","52","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101418","Male","Egyptian","Not Tracked","54","45-54","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101419","Female","Pakistani","Not Tracked","46","45-54","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101421","Male","Indian","Not Tracked","50","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101422","Male","Indian","Not Tracked","30","25-34","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101423","Male","Nepali","Not Tracked","46","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101426","Male","Nepali","Not Tracked","39","35-44","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101427","Male","Jordanian","Not Tracked","44","35-44","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101428","Male","Sri Lankan","Not Tracked","48","45-54","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101430","Male","Egyptian","Not Tracked","44","35-44","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101431","Male","Nepali","Not Tracked","56","55+","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101434","Male","Indian","Not Tracked","43","35-44","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101435","Male","Bangladeshi","Not Tracked","48","45-54","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101436","Male","Nepali","Not Tracked","46","45-54","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101437","Male","Bangladeshi","Not Tracked","32","25-34","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101438","Male","Indian","Not Tracked","54","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101439","Male","Egyptian","Not Tracked","49","45-54","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101440","Male","Nepali","Not Tracked","44","35-44","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101441","Male","Jordanian","Not Tracked","32","25-34","Not Disclosed","G10","Managerial","Leadership"
"BLD-101442","Male","Egyptian","Not Tracked","49","45-54","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101443","Female","Bangladeshi","Not Tracked","28","25-34","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101444","Male","Pakistani","Not Tracked","33","25-34","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101448","Female","Egyptian","Not Tracked","28","25-34","Not Disclosed","G12","Managerial","Leadership"
"BLD-101449","Male","Bangladeshi","Not Tracked","53","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101450","Male","Nepali","Not Tracked","45","45-54","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101451","Male","Sri Lankan","Not Tracked","38","35-44","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101452","Male","Indian","Not Tracked","28","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101454","Male","Egyptian","Not Tracked","31","25-34","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101456","Male","Nepali","Not Tracked","20","<25","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101457","Male","Indian","Not Tracked","20","<25","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101458","Female","Filipino","Not Tracked","28","25-34","Not Disclosed","G10","Managerial","Leadership"
"BLD-101459","Male","Egyptian","Not Tracked","41","35-44","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101460","Male","Nepali","Not Tracked","38","35-44","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101462","Female","Filipino","Not Tracked","31","25-34","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101463","Female","Indian","Not Tracked","51","45-54","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101464","Male","Egyptian","Not Tracked","36","35-44","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101465","Male","Egyptian","Not Tracked","28","25-34","Not Disclosed","G12","Managerial","Leadership"
"BLD-101467","Male","Jordanian","Not Tracked","34","25-34","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101468","Male","Egyptian","Not Tracked","48","45-54","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101469","Female","Egyptian","Not Tracked","24","<25","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101471","Male","Indian","Not Tracked","55","55+","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101474","Male","Pakistani","Not Tracked","30","25-34","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101475","Male","Indian","Not Tracked","42","35-44","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101477","Male","Nepali","Not Tracked","37","35-44","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101478","Male","Egyptian","Not Tracked","46","45-54","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101479","Female","Filipino","Not Tracked","47","45-54","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101480","Male","Indian","Not Tracked","46","45-54","Not Disclosed","G11","Managerial","Leadership"
"BLD-101481","Male","Egyptian","Not Tracked","49","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101482","Female","Nepali","Not Tracked","51","45-54","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101483","Male","Indian","Not Tracked","41","35-44","Not Disclosed","G12","Managerial","Leadership"
"BLD-101484","Male","Egyptian","Not Tracked","35","35-44","Not Disclosed","G11","Managerial","Leadership"
"BLD-101485","Male","Sri Lankan","Not Tracked","27","25-34","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101486","Female","Egyptian","Not Tracked","34","25-34","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101487","Female","Jordanian","Not Tracked","29","25-34","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101488","Male","Filipino","Not Tracked","38","35-44","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101490","Male","Sri Lankan","Not Tracked","53","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101491","Male","Indian","Not Tracked","32","25-34","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101494","Male","Nepali","Not Tracked","54","45-54","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101495","Female","Indian","Not Tracked","32","25-34","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101496","Male","Egyptian","Not Tracked","49","45-54","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101497","Female","Sudanese","Not Tracked","25","25-34","Not Disclosed","G11","Managerial","Leadership"
"BLD-101498","Male","Egyptian","Not Tracked","38","35-44","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101500","Male","Jordanian","Not Tracked","40","35-44","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101501","Male","Filipino","Not Tracked","51","45-54","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101502","Male","Indian","Not Tracked","38","35-44","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101505","Female","Indian","Not Tracked","41","35-44","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101506","Female","Egyptian","Not Tracked","32","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101507","Male","Egyptian","Not Tracked","47","45-54","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101508","Male","Bangladeshi","Not Tracked","47","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101510","Male","Egyptian","Not Tracked","45","45-54","Not Disclosed","G8","Supervisory","Non-Leadership"
