"requisition_id","vacancy_position","job_grade","department","hiring_manager","requisition_open_date","requisition_close_date","candidate_id","candidate_gender","candidate_nationality","source_of_hire","interview_date","offer_date","joining_date","recruitment_cost"
"REQ-5412","Senior Officer - Corporate & Executive Office","G9","Corporate & Executive Office","Bishnu Mendoza","2024-01-14","2024-03-03","CAN-5412","Female","Indian","Agency","2024-01-24","2024-01-31","2024-03-04","3630"
"REQ-5413","Associate - Finance","G1","Finance","Juan Mendoza","2023-05-14","2023-07-12","CAN-5413","Male","Egyptian","LinkedIn","2023-06-11","2023-06-23","2023-07-15","10150"
"REQ-5414","Assistant Manager - Quality Assurance & Food Safety","G12","Quality Assurance & Food Safety","Rakesh Cruz","2023-10-19","2023-12-23","CAN-5414","Male","Egyptian","Agency","2023-11-18","2023-11-20","2023-12-24","11930"
"REQ-5415","Associate - Supply Chain & Logistics","G1","Supply Chain & Logistics","Rajesh Ibrahim","2024-03-31","2024-06-07","CAN-5415","Male","Egyptian","Agency","2024-04-16","2024-04-20","2024-06-07","9870"
"REQ-5416","Assistant - Supply Chain & Logistics","G5","Supply Chain & Logistics","Layla Ahmed","2024-07-15","2024-09-15","CAN-5416","Male","Jordanian","Career Site","2024-07-29","2024-08-05","2024-09-15","4960"
"REQ-5417","Supervisor - Production","G7","Production","Hari Abdullah","2025-06-20","2025-07-23","CAN-5417","Male","Egyptian","LinkedIn","2025-07-05","2025-07-09","2025-07-23","6170"
"REQ-5418","Officer - Supply Chain & Logistics","G2","Supply Chain & Logistics","Rina Hassan","2023-08-07","2023-10-02","CAN-5418","Female","Egyptian","Internal Transfer","2023-09-01","2023-09-11","2023-10-06","0"
"REQ-5419","Associate - Finance","G2","Finance","Suresh Mahmoud","2025-02-02","2025-02-25","CAN-5419","Male","Indian","LinkedIn","2025-02-16","2025-02-23","2025-03-01","11140"
"REQ-5420","Supervisor - Engineering & Maintenance","G7","Engineering & Maintenance","Ramesh Kapoor","2024-01-31","2024-02-22","CAN-5420","Male","Indian","Career Site","2024-03-10","2024-03-21","2024-02-23","1900"
"REQ-5421","Senior Officer - Finance","G9","Finance","Jose Islam","2023-08-31","2023-10-10","CAN-5421","Male","Indian","Referral","2023-09-13","2023-09-17","2023-10-12","5990"
"REQ-5422","Supervisor - Corporate & Executive Office","G6","Corporate & Executive Office","Deepak Mahmoud","2024-01-31","2024-03-03","CAN-5422","Female","Indian","Walk-in","2024-02-15","2024-02-27","2024-03-04","9790"
"REQ-5423","Supervisor - Finance","G6","Finance","Manoj Rai","2024-05-17","2024-07-10","CAN-5423","Male","Pakistani","LinkedIn","2024-06-14","2024-06-19","2024-07-11","2310"
"REQ-5424","Specialist - Engineering & Maintenance","G9","Engineering & Maintenance","Suresh Devi","2023-04-01","2023-04-18","CAN-5424","Male","Indian","LinkedIn","2023-04-26","2023-05-03","2023-04-22","10280"
"REQ-5425","Officer - Sales & Distribution","G4","Sales & Distribution","Ahmed Iqbal","2022-12-15","2023-02-06","CAN-5425","Male","Egyptian","Referral","2023-01-01","2023-01-03","2023-02-07","7960"
"REQ-5426","Assistant - Procurement","G3","Procurement","Faisal Iqbal","2024-01-18","2024-02-27","CAN-5426","Male","Nepali","Walk-in","2024-02-01","2024-02-05","2024-03-01","10330"
"REQ-5427","Team Lead - IT & Digital","G8","IT & Digital","Juan Al-Sayed","2025-08-19","2025-09-17","CAN-5427","Male","Egyptian","Referral","2025-08-31","2025-09-04","2025-09-21","10520"
"REQ-5428","Operator - R&D","G3","R&D","Anita Mansour","2023-01-09","2023-02-26","CAN-5428","Female","Filipino","Career Site","2023-01-21","2023-01-31","2023-02-27","2240"
"REQ-5429","Senior Manager - Production","G11","Production","Pooja Chowdhury","2025-03-19","2025-04-11","CAN-5429","Male","Indian","Career Site","2025-04-02","2025-04-16","2025-04-14","5740"
"REQ-5430","Coordinator - Supply Chain & Logistics","G1","Supply Chain & Logistics","Krishna Youssef","2024-02-27","2024-03-17","CAN-5430","Male","Egyptian","Career Site","2024-03-13","2024-03-21","2024-03-21","9990"
"REQ-5431","Supervisor - Marketing","G7","Marketing","Mona Sharma","2024-09-04","2024-09-29","CAN-5431","Female","Nepali","Referral","2024-10-02","2024-10-07","2024-10-02","3470"
"REQ-5432","Manager - Quality Assurance & Food Safety","G12","Quality Assurance & Food Safety","Ahmed Ibrahim","2023-07-29","2023-09-01","CAN-5432","Male","Indian","Agency","2023-08-28","2023-09-05","2023-09-03","5230"
"REQ-5433","Manager - IT & Digital","G11","IT & Digital","Deepak Gurung","2025-05-17","2025-07-18","CAN-5433","Male","Egyptian","LinkedIn","2025-06-24","2025-07-07","2025-07-21","9050"
"REQ-5434","Specialist - Finance","G9","Finance","Faisal Mahmoud","2025-01-28","2025-03-01","CAN-5434","Male","Sri Lankan","Referral","2025-02-14","2025-02-22","2025-03-04","9710"
"REQ-5435","Officer - Finance","G5","Finance","Manoj Abdullah","2025-01-01","2025-02-10","CAN-5435","Female","Egyptian","Walk-in","2025-01-11","2025-01-22","2025-02-14","11820"
"REQ-5436","Operator - People & Culture","G2","People & Culture","Manoj Fernandes","2025-03-12","2025-04-21","CAN-5436","Female","Jordanian","Agency","2025-04-01","2025-04-11","2025-04-22","11850"
"REQ-5437","Supervisor - Finance","G8","Finance","Vikram Islam","2024-03-12","2024-04-13","CAN-5437","Male","Filipino","Walk-in","2024-04-08","2024-04-15","2024-04-13","3980"
"REQ-5438","Officer - Quality Assurance & Food Safety","G2","Quality Assurance & Food Safety","Dalia Baig","2023-12-24","2024-02-07","CAN-5438","Male","Egyptian","University Hiring","2024-01-21","2024-01-27","2024-02-10","10700"
"REQ-5439","Assistant - Engineering & Maintenance","G2","Engineering & Maintenance","Sanjay Baig","2023-07-15","2023-09-14","CAN-5439","Male","Sri Lankan","LinkedIn","2023-08-01","2023-08-13","2023-09-15","7590"
"REQ-5440","Senior Technician - R&D","G6","R&D","Hind Khan","2024-06-01","2024-07-04","CAN-5440","Male","Indian","Referral","2024-07-09","2024-07-21","2024-07-07","3270"
"REQ-5441","Operator - R&D","G3","R&D","Bishnu Khan","2023-09-11","2023-11-17","CAN-5441","Male","Jordanian","Agency","2023-09-30","2023-10-09","2023-11-20","1420"
"REQ-5442","Officer - People & Culture","G2","People & Culture","Pooja Chowdhury","2022-12-10","2023-01-22","CAN-5442","Female","Egyptian","Referral","2023-01-13","2023-01-26","2023-01-23","5240"
"REQ-5443","Senior Technician - R&D","G9","R&D","Maria Farouk","2024-11-26","2025-01-03","CAN-5443","Male","Nepali","Career Site","2025-01-01","2025-01-03","2025-01-07","3690"
"REQ-5444","Senior Technician - Quality Assurance & Food Safety","G9","Quality Assurance & Food Safety","Ahmed Baig","2023-06-01","2023-07-15","CAN-5444","Female","Indian","Walk-in","2023-06-17","2023-06-28","2023-07-19","3220"
"REQ-5445","Operator - Production","G3","Production","Mohamed Khan","2023-07-03","2023-08-20","CAN-5445","Male","Egyptian","LinkedIn","2023-07-25","2023-08-06","2023-08-22","3380"
"REQ-5446","Manager - Finance","G11","Finance","Sameer Abdullah","2024-02-14","2024-03-27","CAN-5446","Female","Sudanese","Career Site","2024-03-05","2024-03-19","2024-03-27","7920"
"REQ-5447","Coordinator - Production","G1","Production","Anil Mendoza","2024-12-12","2025-01-18","CAN-5447","Male","Egyptian","Agency","2025-01-18","2025-01-26","2025-01-21","5830"
"REQ-5448","Operator - People & Culture","G1","People & Culture","Noor Mahmoud","2023-06-15","2023-07-05","CAN-5448","Female","Qatari","Walk-in","2023-07-04","2023-07-08","2023-07-08","9890"
"REQ-5449","Officer - Supply Chain & Logistics","G2","Supply Chain & Logistics","Layla Ahmed","2024-07-25","2024-08-16","CAN-5449","Male","Jordanian","Referral","2024-09-02","2024-09-11","2024-08-17","11690"
"REQ-5450","Coordinator - R&D","G3","R&D","Rowena Kapoor","2023-06-17","2023-07-12","CAN-5450","Male","Filipino","LinkedIn","2023-07-17","2023-07-30","2023-07-16","2690"
"REQ-5451","Associate - Sales & Distribution","G4","Sales & Distribution","Anil Al-Kuwari","2024-06-09","2024-07-14","CAN-5451","Male","Indian","Referral","2024-06-22","2024-06-25","2024-07-15","1600"
"REQ-5452","Operator - Sales & Distribution","G5","Sales & Distribution","Nadia Baig","2023-02-27","2023-03-18","CAN-5452","Male","Bangladeshi","Referral","2023-03-11","2023-03-13","2023-03-22","10070"
"REQ-5453","Supervisor - Production","G6","Production","Juan Hassan","2022-11-07","2023-01-04","CAN-5453","Male","Jordanian","Internal Transfer","2022-11-19","2022-12-01","2023-01-06","0"
"REQ-5454","Operator - Corporate & Executive Office","G4","Corporate & Executive Office","Rajesh Ahmed","2024-07-27","2024-09-03","CAN-5454","Female","Indian","Agency","2024-08-15","2024-08-25","2024-09-07","8780"
"REQ-5455","Associate - Supply Chain & Logistics","G1","Supply Chain & Logistics","Anil Fernandes","2024-09-14","2024-10-24","CAN-5455","Female","Egyptian","Agency","2024-10-15","2024-10-21","2024-10-26","2700"
"REQ-5456","Supervisor - Quality Assurance & Food Safety","G9","Quality Assurance & Food Safety","Rajesh Fernandes","2025-01-04","2025-02-13","CAN-5456","Male","Egyptian","Referral","2025-02-06","2025-02-11","2025-02-16","3560"
"REQ-5457","Technician - Engineering & Maintenance","G1","Engineering & Maintenance","Omar Al-Sayed","2023-11-08","2024-01-06","CAN-5457","Male","Bangladeshi","Internal Transfer","2023-12-08","2023-12-14","2024-01-10","0"
"REQ-5458","Vice President - Supply Chain & Logistics","G13","Supply Chain & Logistics","Yousef Al-Attiyah","2023-06-12","2023-08-02","CAN-5458","Male","Indian","Career Site","2023-07-18","2023-07-21","2023-08-06","4250"
"REQ-5459","Team Lead - Production","G8","Production","Faisal Chowdhury","2023-02-07","2023-04-08","CAN-5459","Male","Egyptian","Walk-in","2023-03-02","2023-03-12","2023-04-09","4100"
"REQ-5460","Technician - People & Culture","G5","People & Culture","Noor Sharma","2023-12-28","2024-03-09","CAN-5460","Female","Jordanian","Agency","2024-01-14","2024-01-19","2024-03-11","7760"
"REQ-5461","Open Position - Quality Assurance & Food Safety","G9","Quality Assurance & Food Safety",,"2025-12-18",,,,,,,,,
"REQ-5462","Open Position - People & Culture","G13","People & Culture",,"2025-12-19",,,,,,,,,
"REQ-5463","Open Position - IT & Digital","G10","IT & Digital",,"2025-11-23",,,,,,,,,
"REQ-5464","Open Position - People & Culture","G8","People & Culture",,"2025-11-19",,,,,,,,,
"REQ-5465","Open Position - Finance","G2","Finance",,"2025-11-15",,,,,,,,,
"REQ-5466","Open Position - Quality Assurance & Food Safety","G1","Quality Assurance & Food Safety",,"2025-12-04",,,,,,,,,
"REQ-5467","Open Position - Quality Assurance & Food Safety","G2","Quality Assurance & Food Safety",,"2025-11-02",,,,,,,,,
"REQ-5468","Open Position - Corporate & Executive Office","G5","Corporate & Executive Office",,"2025-12-02",,,,,,,,,
"REQ-5469","Open Position - Supply Chain & Logistics","G11","Supply Chain & Logistics",,"2025-11-14",,,,,,,,,
"REQ-5470","Open Position - Engineering & Maintenance","G12","Engineering & Maintenance",,"2025-11-11",,,,,,,,,
"REQ-5471","Open Position - Marketing","G8","Marketing",,"2025-12-24",,,,,,,,,
"REQ-5472","Open Position - Sales & Distribution","G14","Sales & Distribution",,"2025-12-01",,,,,,,,,
"REQ-5473","Open Position - Finance","G7","Finance",,"2025-12-22",,,,,,,,,
"REQ-5474","Open Position - People & Culture","G11","People & Culture",,"2025-11-05",,,,,,,,,
"REQ-5475","Open Position - Farm Operations","G7","Farm Operations",,"2025-11-04",,,,,,,,,
"REQ-5476","Open Position - Marketing","G9","Marketing",,"2025-11-23",,,,,,,,,
"REQ-5477","Open Position - Farm Operations","G11","Farm Operations",,"2025-12-20",,,,,,,,,
"REQ-5478","Open Position - Procurement","G6","Procurement",,"2025-11-28",,,,,,,,,
"REQ-5479","Open Position - People & Culture","G7","People & Culture",,"2025-11-28",,,,,,,,,
"REQ-5480","Open Position - Production","G5","Production",,"2025-11-29",,,,,,,,,
"REQ-5481","Open Position - Finance","G7","Finance",,"2025-11-03",,,,,,,,,
"REQ-5482","Open Position - Farm Operations","G8","Farm Operations",,"2025-12-02",,,,,,,,,
"REQ-5483","Open Position - Finance","G3","Finance",,"2025-12-03",,,,,,,,,
"REQ-5484","Open Position - Corporate & Executive Office","G3","Corporate & Executive Office",,"2025-12-21",,,,,,,,,
"REQ-5485","Open Position - Finance","G1","Finance",,"2025-11-21",,,,,,,,,
"REQ-5486","Open Position - Quality Assurance & Food Safety","G6","Quality Assurance & Food Safety",,"2025-11-14",,,,,,,,,
"REQ-5487","Open Position - Finance","G11","Finance",,"2025-11-17",,,,,,,,,
"REQ-5488","Open Position - Procurement","G4","Procurement",,"2025-11-25",,,,,,,,,
"REQ-5489","Open Position - Farm Operations","G3","Farm Operations",,"2025-12-21",,,,,,,,,
"REQ-5490","Open Position - Farm Operations","G14","Farm Operations",,"2025-12-17",,,,,,,,,
"REQ-5491","Open Position - Quality Assurance & Food Safety","G9","Quality Assurance & Food Safety",,"2025-12-16",,,,,,,,,
"REQ-5492","Open Position - IT & Digital","G6","IT & Digital",,"2025-11-21",,,,,,,,,
"REQ-5493","Open Position - IT & Digital","G6","IT & Digital",,"2025-12-11",,,,,,,,,
"REQ-5494","Open Position - Sales & Distribution","G3","Sales & Distribution",,"2025-12-14",,,,,,,,,
"REQ-5495","Open Position - Engineering & Maintenance","G13","Engineering & Maintenance",,"2025-11-05",,,,,,,,,
"REQ-5496","Open Position - Marketing","G3","Marketing",,"2025-11-15",,,,,,,,,
"REQ-5497","Open Position - Marketing","G12","Marketing",,"2025-12-07",,,,,,,,,
"REQ-5498","Open Position - Farm Operations","G12","Farm Operations",,"2025-12-14",,,,,,,,,
"REQ-5499","Open Position - Sales & Distribution","G5","Sales & Distribution",,"2025-12-07",,,,,,,,,
"REQ-5500","Open Position - Engineering & Maintenance","G10","Engineering & Maintenance",,"2025-12-12",,,,,,,,,
"REQ-5501","Open Position - People & Culture","G9","People & Culture",,"2025-11-15",,,,,,,,,
"REQ-5502","Open Position - Farm Operations","G1","Farm Operations",,"2025-11-02",,,,,,,,,
"REQ-5503","Open Position - R&D","G8","R&D",,"2025-12-08",,,,,,,,,
"REQ-5504","Open Position - People & Culture","G11","People & Culture",,"2025-11-09",,,,,,,,,
"REQ-5505","Open Position - Quality Assurance & Food Safety","G14","Quality Assurance & Food Safety",,"2025-12-09",,,,,,,,,
