"EmployeeID","ProbationStartDate","ReviewDate","Outcome"
"BLD-101446","2023-07-13","2023-10-11","Confirmed"
"BLD-101447","2023-09-20","2023-12-19","Confirmed"
"BLD-101448","2024-04-23","2024-07-22","Confirmed"
"BLD-101449","2025-04-15","2025-07-14","Confirmed"
"BLD-101450","2023-09-21","2023-12-20","Confirmed"
"BLD-101451","2025-10-17","2026-01-15","Confirmed"
"BLD-101452","2025-03-19","2025-06-17","Confirmed"
"BLD-101453","2023-03-16","2023-06-14","Confirmed"
"BLD-101454","2023-11-04","2024-02-02","Confirmed"
"BLD-101455","2023-03-06","2023-06-04","Confirmed"
"BLD-101456","2025-01-06","2025-04-06","Confirmed"
"BLD-101457","2025-11-14","2026-02-12","Confirmed"
"BLD-101458","2025-06-13","2025-09-11","Confirmed"
"BLD-101459","2025-03-20","2025-06-18","Confirmed"
"BLD-101460","2025-08-18","2025-11-16","Confirmed"
"BLD-101461","2025-09-27","2025-12-26","Not Confirmed"
"BLD-101462","2023-05-16","2023-08-14","Confirmed"
"BLD-101463","2024-03-04","2024-06-02","Confirmed"
"BLD-101464","2023-07-15","2023-10-13","Extended"
"BLD-101465","2023-12-24","2024-03-23","Confirmed"
"BLD-101466","2024-06-07","2024-09-05","Confirmed"
"BLD-101467","2024-09-15","2024-12-14","Confirmed"
"BLD-101468","2025-07-23","2025-10-21","Confirmed"
"BLD-101469","2023-10-06","2024-01-04","Confirmed"
"BLD-101470","2025-03-01","2025-05-30","Confirmed"
"BLD-101471","2024-02-23","2024-05-23","Confirmed"
"BLD-101472","2023-10-12","2024-01-10","Confirmed"
"BLD-101473","2024-03-04","2024-06-02","Confirmed"
"BLD-101474","2024-07-11","2024-10-09","Confirmed"
"BLD-101475","2023-04-22","2023-07-21","Confirmed"
"BLD-101476","2023-02-07","2023-05-08","Confirmed"
"BLD-101477","2024-03-01","2024-05-30","Confirmed"
"BLD-101478","2025-09-21","2025-12-20","Confirmed"
"BLD-101479","2023-02-27","2023-05-28","Confirmed"
"BLD-101480","2025-04-14","2025-07-13","Confirmed"
"BLD-101481","2024-03-21","2024-06-19","Confirmed"
"BLD-101482","2024-10-02","2024-12-31","Confirmed"
"BLD-101483","2023-09-03","2023-12-02","Confirmed"
"BLD-101484","2025-07-21","2025-10-19","Confirmed"
"BLD-101485","2025-03-04","2025-06-02","Confirmed"
"BLD-101486","2025-02-14","2025-05-15","Confirmed"
"BLD-101487","2025-04-22","2025-07-21","Confirmed"
"BLD-101488","2024-04-13","2024-07-12","Confirmed"
"BLD-101489","2024-02-10","2024-05-10","Confirmed"
"BLD-101490","2023-09-15","2023-12-14","Confirmed"
"BLD-101491","2024-07-07","2024-10-05","Confirmed"
"BLD-101492","2023-11-20","2024-02-18","Confirmed"
"BLD-101493","2023-01-23","2023-04-23","Not Confirmed"
"BLD-101494","2025-01-07","2025-04-07","Confirmed"
"BLD-101495","2023-07-19","2023-10-17","Confirmed"
"BLD-101496","2023-08-22","2023-11-20","Confirmed"
"BLD-101497","2024-03-27","2024-06-25","Confirmed"
"BLD-101498","2025-01-21","2025-04-21","Confirmed"
"BLD-101499","2023-07-08","2023-10-06","Confirmed"
"BLD-101500","2024-08-17","2024-11-15","Confirmed"
"BLD-101501","2023-07-16","2023-10-14","Confirmed"
"BLD-101502","2024-07-15","2024-10-13","Confirmed"
"BLD-101503","2023-03-22","2023-06-20","Confirmed"
"BLD-101504","2023-01-06","2023-04-06","Confirmed"
"BLD-101505","2024-09-07","2024-12-06","Confirmed"
"BLD-101506","2024-10-26","2025-01-24","Confirmed"
"BLD-101507","2025-02-16","2025-05-17","Confirmed"
"BLD-101508","2024-01-10","2024-04-09","Confirmed"
"BLD-101509","2023-08-06","2023-11-04","Confirmed"
"BLD-101510","2023-04-09","2023-07-08","Confirmed"
"BLD-101511","2024-03-11","2024-06-09","Confirmed"
